atc_level_01_code,atc_level_01_name,atc_level_02_code,atc_level_02_name,atc_level_03_code,atc_level_03_name,atc_level_04_code,atc_level_04_name,atc_level_04_note,atc_level_05_code,atc_level_05_name,atc_level_05_note,DDD_O,DDD_oral_aerosol,DDD_P,DDD_R,DDD_SL,DDD_TD,unit_O,unit_oral_aerosol,unit_P,unit_R,unit_SL,unit_TD
C,CARDIOVASCULAR SYSTEM,C02,ANTIHYPERTENSIVES,C02D,"ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON",C02DB,Hydrazinophthalazine derivatives,The oral DDDs are based on the average doses needed to reduce the blood pressure to a normal level in patients with mild-moderate hypertension.Parenteral DDDs are based on dosages used for the treatment of hypertensive crises and are based on the content of the active ingredient pr. vial (ampoule). The oral DDD of dihydralazine is higher than the parenteral DDD. The parenteral DDD is given as the chloride salt while the oral DDD is given as the mesylate salt.,C02DB01,dihydralazine,NA,75,NA,25,NA,NA,NA,mg,NA,mg,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C02,ANTIHYPERTENSIVES,C02D,"ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON",C02DB,Hydrazinophthalazine derivatives,The oral DDDs are based on the average doses needed to reduce the blood pressure to a normal level in patients with mild-moderate hypertension.Parenteral DDDs are based on dosages used for the treatment of hypertensive crises and are based on the content of the active ingredient pr. vial (ampoule). The oral DDD of dihydralazine is higher than the parenteral DDD. The parenteral DDD is given as the chloride salt while the oral DDD is given as the mesylate salt.,C02DB02,hydralazine,NA,0.1,NA,NA,NA,NA,NA,g,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C02,ANTIHYPERTENSIVES,C02D,"ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON",C02DB,Hydrazinophthalazine derivatives,The oral DDDs are based on the average doses needed to reduce the blood pressure to a normal level in patients with mild-moderate hypertension.Parenteral DDDs are based on dosages used for the treatment of hypertensive crises and are based on the content of the active ingredient pr. vial (ampoule). The oral DDD of dihydralazine is higher than the parenteral DDD. The parenteral DDD is given as the chloride salt while the oral DDD is given as the mesylate salt.,C02DB03,endralazine,NA,10,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C02,ANTIHYPERTENSIVES,C02D,"ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON",C02DB,Hydrazinophthalazine derivatives,The oral DDDs are based on the average doses needed to reduce the blood pressure to a normal level in patients with mild-moderate hypertension.Parenteral DDDs are based on dosages used for the treatment of hypertensive crises and are based on the content of the active ingredient pr. vial (ampoule). The oral DDD of dihydralazine is higher than the parenteral DDD. The parenteral DDD is given as the chloride salt while the oral DDD is given as the mesylate salt.,C02DB04,cadralazine,NA,15,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C02,ANTIHYPERTENSIVES,C02D,"ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON",C02DC,Pyrimidine derivatives,The oral DDDs are based on the average doses needed to reduce the blood pressure to a normal level in patients with mild-moderate hypertension.Parenteral DDDs are based on dosages used for the treatment of hypertensive crises and are based on the content of the active ingredient pr. vial (ampoule).,C02DC01,minoxidil,NA,20,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C02,ANTIHYPERTENSIVES,C02D,"ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON",C02DD,Nitroferricyanide derivatives,The oral DDDs are based on the average doses needed to reduce the blood pressure to a normal level in patients with mild-moderate hypertension.Parenteral DDDs are based on dosages used for the treatment of hypertensive crises and are based on the content of the active ingredient pr. vial (ampoule).,C02DD01,nitroprusside,NA,NA,NA,50,NA,NA,NA,NA,NA,mg,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C02,ANTIHYPERTENSIVES,C02D,"ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON",C02DG,Guanidine derivatives,The oral DDDs are based on the average doses needed to reduce the blood pressure to a normal level in patients with mild-moderate hypertension.Parenteral DDDs are based on dosages used for the treatment of hypertensive crises and are based on the content of the active ingredient pr. vial (ampoule).,C02DG01,pinacidil,NA,50,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C02,ANTIHYPERTENSIVES,C02K,OTHER ANTIHYPERTENSIVES,C02KA,"Alkaloids, excl. rauwolfia",The oral DDDs are based on the average doses needed to reduce the blood pressure to a normal level in patients with mild-moderate hypertension.Parenteral DDDs are based on dosages used for the treatment of hypertensive crises and are based on the content of the active ingredient pr. vial (ampoule).,C02KA01,veratrum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C02,ANTIHYPERTENSIVES,C02K,OTHER ANTIHYPERTENSIVES,C02KB,Tyrosine hydroxylase inhibitors,The oral DDDs are based on the average doses needed to reduce the blood pressure to a normal level in patients with mild-moderate hypertension.Parenteral DDDs are based on dosages used for the treatment of hypertensive crises and are based on the content of the active ingredient pr. vial (ampoule).,C02KB01,metirosine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C02,ANTIHYPERTENSIVES,C02K,OTHER ANTIHYPERTENSIVES,C02KC,MAO inhibitors,The oral DDDs are based on the average doses needed to reduce the blood pressure to a normal level in patients with mild-moderate hypertension.Parenteral DDDs are based on dosages used for the treatment of hypertensive crises and are based on the content of the active ingredient pr. vial (ampoule).,C02KC01,pargyline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C02,ANTIHYPERTENSIVES,C02K,OTHER ANTIHYPERTENSIVES,C02KD,Serotonin antagonists,The oral DDDs are based on the average doses needed to reduce the blood pressure to a normal level in patients with mild-moderate hypertension.Parenteral DDDs are based on dosages used for the treatment of hypertensive crises and are based on the content of the active ingredient pr. vial (ampoule).,C02KD01,ketanserin,NA,40,NA,40,NA,NA,NA,mg,NA,mg,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C02,ANTIHYPERTENSIVES,C02K,OTHER ANTIHYPERTENSIVES,C02KN,Other antihypertensives,The oral DDDs are based on the average doses needed to reduce the blood pressure to a normal level in patients with mild-moderate hypertension.Parenteral DDDs are based on dosages used for the treatment of hypertensive crises and are based on the content of the active ingredient pr. vial (ampoule).,C02KN01,aprocitentan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C02,ANTIHYPERTENSIVES,C02K,OTHER ANTIHYPERTENSIVES,C02KX,Antihypertensives for pulmonary arterial hypertension,The oral DDDs are based on the average doses needed to reduce the blood pressure to a normal level in patients with mild-moderate hypertension.Parenteral DDDs are based on dosages used for the treatment of hypertensive crises and are based on the content of the active ingredient pr. vial (ampoule). The DDDs are based on treatment of pulmonary arterial hypertension.,C02KX01,bosentan,NA,0.25,NA,NA,NA,NA,NA,g,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C02,ANTIHYPERTENSIVES,C02K,OTHER ANTIHYPERTENSIVES,C02KX,Antihypertensives for pulmonary arterial hypertension,The oral DDDs are based on the average doses needed to reduce the blood pressure to a normal level in patients with mild-moderate hypertension.Parenteral DDDs are based on dosages used for the treatment of hypertensive crises and are based on the content of the active ingredient pr. vial (ampoule). The DDDs are based on treatment of pulmonary arterial hypertension.,C02KX02,ambrisentan,NA,7.5,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C02,ANTIHYPERTENSIVES,C02K,OTHER ANTIHYPERTENSIVES,C02KX,Antihypertensives for pulmonary arterial hypertension,The oral DDDs are based on the average doses needed to reduce the blood pressure to a normal level in patients with mild-moderate hypertension.Parenteral DDDs are based on dosages used for the treatment of hypertensive crises and are based on the content of the active ingredient pr. vial (ampoule). The DDDs are based on treatment of pulmonary arterial hypertension.,C02KX03,sitaxentan,NA,0.1,NA,NA,NA,NA,NA,g,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C02,ANTIHYPERTENSIVES,C02K,OTHER ANTIHYPERTENSIVES,C02KX,Antihypertensives for pulmonary arterial hypertension,The oral DDDs are based on the average doses needed to reduce the blood pressure to a normal level in patients with mild-moderate hypertension.Parenteral DDDs are based on dosages used for the treatment of hypertensive crises and are based on the content of the active ingredient pr. vial (ampoule). The DDDs are based on treatment of pulmonary arterial hypertension.,C02KX04,macitentan,NA,10,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C02,ANTIHYPERTENSIVES,C02K,OTHER ANTIHYPERTENSIVES,C02KX,Antihypertensives for pulmonary arterial hypertension,The oral DDDs are based on the average doses needed to reduce the blood pressure to a normal level in patients with mild-moderate hypertension.Parenteral DDDs are based on dosages used for the treatment of hypertensive crises and are based on the content of the active ingredient pr. vial (ampoule). The DDDs are based on treatment of pulmonary arterial hypertension.,C02KX05,riociguat,NA,4.5,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C02,ANTIHYPERTENSIVES,C02K,OTHER ANTIHYPERTENSIVES,C02KX,Antihypertensives for pulmonary arterial hypertension,The oral DDDs are based on the average doses needed to reduce the blood pressure to a normal level in patients with mild-moderate hypertension.Parenteral DDDs are based on dosages used for the treatment of hypertensive crises and are based on the content of the active ingredient pr. vial (ampoule). The DDDs are based on treatment of pulmonary arterial hypertension.,C02KX52,ambrisentan and tadalafil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C02,ANTIHYPERTENSIVES,C02K,OTHER ANTIHYPERTENSIVES,C02KX,Antihypertensives for pulmonary arterial hypertension,The oral DDDs are based on the average doses needed to reduce the blood pressure to a normal level in patients with mild-moderate hypertension.Parenteral DDDs are based on dosages used for the treatment of hypertensive crises and are based on the content of the active ingredient pr. vial (ampoule). The DDDs are based on treatment of pulmonary arterial hypertension.,C02KX54,macitentan and tadalafil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C02,ANTIHYPERTENSIVES,C02L,ANTIHYPERTENSIVES AND DIURETICS IN COMBINATION,C02LA,Rauwolfia alkaloids and diuretics in combination,The oral DDDs are based on the average doses needed to reduce the blood pressure to a normal level in patients with mild-moderate hypertension.Parenteral DDDs are based on dosages used for the treatment of hypertensive crises and are based on the content of the active ingredient pr. vial (ampoule). It has been considered most appropriate to assign fixed DDDs based on the average use of the different combinations without considering and comparing the strengths of the various components.  1 tablet is the fixed DDD for products given once daily whereas the fixed DDD for products given twice daily and three times daily is respectively2 tablets and 3 tablets.  The assigned DDDs cannot always be compared with the DDDs assigned for plain preparations.,C02LA01,reserpine and diuretics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C02,ANTIHYPERTENSIVES,C02L,ANTIHYPERTENSIVES AND DIURETICS IN COMBINATION,C02LA,Rauwolfia alkaloids and diuretics in combination,The oral DDDs are based on the average doses needed to reduce the blood pressure to a normal level in patients with mild-moderate hypertension.Parenteral DDDs are based on dosages used for the treatment of hypertensive crises and are based on the content of the active ingredient pr. vial (ampoule). It has been considered most appropriate to assign fixed DDDs based on the average use of the different combinations without considering and comparing the strengths of the various components.  1 tablet is the fixed DDD for products given once daily whereas the fixed DDD for products given twice daily and three times daily is respectively2 tablets and 3 tablets.  The assigned DDDs cannot always be compared with the DDDs assigned for plain preparations.,C02LA02,rescinnamine and diuretics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C02,ANTIHYPERTENSIVES,C02L,ANTIHYPERTENSIVES AND DIURETICS IN COMBINATION,C02LA,Rauwolfia alkaloids and diuretics in combination,The oral DDDs are based on the average doses needed to reduce the blood pressure to a normal level in patients with mild-moderate hypertension.Parenteral DDDs are based on dosages used for the treatment of hypertensive crises and are based on the content of the active ingredient pr. vial (ampoule). It has been considered most appropriate to assign fixed DDDs based on the average use of the different combinations without considering and comparing the strengths of the various components.  1 tablet is the fixed DDD for products given once daily whereas the fixed DDD for products given twice daily and three times daily is respectively2 tablets and 3 tablets.  The assigned DDDs cannot always be compared with the DDDs assigned for plain preparations.,C02LA03,deserpidine and diuretics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C02,ANTIHYPERTENSIVES,C02L,ANTIHYPERTENSIVES AND DIURETICS IN COMBINATION,C02LA,Rauwolfia alkaloids and diuretics in combination,The oral DDDs are based on the average doses needed to reduce the blood pressure to a normal level in patients with mild-moderate hypertension.Parenteral DDDs are based on dosages used for the treatment of hypertensive crises and are based on the content of the active ingredient pr. vial (ampoule). It has been considered most appropriate to assign fixed DDDs based on the average use of the different combinations without considering and comparing the strengths of the various components.  1 tablet is the fixed DDD for products given once daily whereas the fixed DDD for products given twice daily and three times daily is respectively2 tablets and 3 tablets.  The assigned DDDs cannot always be compared with the DDDs assigned for plain preparations.,C02LA04,methoserpidine and diuretics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C02,ANTIHYPERTENSIVES,C02L,ANTIHYPERTENSIVES AND DIURETICS IN COMBINATION,C02LA,Rauwolfia alkaloids and diuretics in combination,The oral DDDs are based on the average doses needed to reduce the blood pressure to a normal level in patients with mild-moderate hypertension.Parenteral DDDs are based on dosages used for the treatment of hypertensive crises and are based on the content of the active ingredient pr. vial (ampoule). It has been considered most appropriate to assign fixed DDDs based on the average use of the different combinations without considering and comparing the strengths of the various components.  1 tablet is the fixed DDD for products given once daily whereas the fixed DDD for products given twice daily and three times daily is respectively2 tablets and 3 tablets.  The assigned DDDs cannot always be compared with the DDDs assigned for plain preparations.,C02LA07,bietaserpine and diuretics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C02,ANTIHYPERTENSIVES,C02L,ANTIHYPERTENSIVES AND DIURETICS IN COMBINATION,C02LA,Rauwolfia alkaloids and diuretics in combination,The oral DDDs are based on the average doses needed to reduce the blood pressure to a normal level in patients with mild-moderate hypertension.Parenteral DDDs are based on dosages used for the treatment of hypertensive crises and are based on the content of the active ingredient pr. vial (ampoule). It has been considered most appropriate to assign fixed DDDs based on the average use of the different combinations without considering and comparing the strengths of the various components.  1 tablet is the fixed DDD for products given once daily whereas the fixed DDD for products given twice daily and three times daily is respectively2 tablets and 3 tablets.  The assigned DDDs cannot always be compared with the DDDs assigned for plain preparations.,C02LA08,"rauwolfia alkaloids, whole root and diuretics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C02,ANTIHYPERTENSIVES,C02L,ANTIHYPERTENSIVES AND DIURETICS IN COMBINATION,C02LA,Rauwolfia alkaloids and diuretics in combination,The oral DDDs are based on the average doses needed to reduce the blood pressure to a normal level in patients with mild-moderate hypertension.Parenteral DDDs are based on dosages used for the treatment of hypertensive crises and are based on the content of the active ingredient pr. vial (ampoule). It has been considered most appropriate to assign fixed DDDs based on the average use of the different combinations without considering and comparing the strengths of the various components.  1 tablet is the fixed DDD for products given once daily whereas the fixed DDD for products given twice daily and three times daily is respectively2 tablets and 3 tablets.  The assigned DDDs cannot always be compared with the DDDs assigned for plain preparations.,C02LA09,syrosingopine and diuretics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C02,ANTIHYPERTENSIVES,C02L,ANTIHYPERTENSIVES AND DIURETICS IN COMBINATION,C02LA,Rauwolfia alkaloids and diuretics in combination,The oral DDDs are based on the average doses needed to reduce the blood pressure to a normal level in patients with mild-moderate hypertension.Parenteral DDDs are based on dosages used for the treatment of hypertensive crises and are based on the content of the active ingredient pr. vial (ampoule). It has been considered most appropriate to assign fixed DDDs based on the average use of the different combinations without considering and comparing the strengths of the various components.  1 tablet is the fixed DDD for products given once daily whereas the fixed DDD for products given twice daily and three times daily is respectively2 tablets and 3 tablets.  The assigned DDDs cannot always be compared with the DDDs assigned for plain preparations.,C02LA50,combination of rauwolfia alkaloids and diuretics incl. other combinations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C02,ANTIHYPERTENSIVES,C02L,ANTIHYPERTENSIVES AND DIURETICS IN COMBINATION,C02LA,Rauwolfia alkaloids and diuretics in combination,The oral DDDs are based on the average doses needed to reduce the blood pressure to a normal level in patients with mild-moderate hypertension.Parenteral DDDs are based on dosages used for the treatment of hypertensive crises and are based on the content of the active ingredient pr. vial (ampoule). It has been considered most appropriate to assign fixed DDDs based on the average use of the different combinations without considering and comparing the strengths of the various components.  1 tablet is the fixed DDD for products given once daily whereas the fixed DDD for products given twice daily and three times daily is respectively2 tablets and 3 tablets.  The assigned DDDs cannot always be compared with the DDDs assigned for plain preparations.,C02LA51,"reserpine and diuretics, combinations with other drugs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C02,ANTIHYPERTENSIVES,C02L,ANTIHYPERTENSIVES AND DIURETICS IN COMBINATION,C02LA,Rauwolfia alkaloids and diuretics in combination,The oral DDDs are based on the average doses needed to reduce the blood pressure to a normal level in patients with mild-moderate hypertension.Parenteral DDDs are based on dosages used for the treatment of hypertensive crises and are based on the content of the active ingredient pr. vial (ampoule). It has been considered most appropriate to assign fixed DDDs based on the average use of the different combinations without considering and comparing the strengths of the various components.  1 tablet is the fixed DDD for products given once daily whereas the fixed DDD for products given twice daily and three times daily is respectively2 tablets and 3 tablets.  The assigned DDDs cannot always be compared with the DDDs assigned for plain preparations.,C02LA52,"rescinnamine and diuretics, combinations with other drugs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C02,ANTIHYPERTENSIVES,C02L,ANTIHYPERTENSIVES AND DIURETICS IN COMBINATION,C02LA,Rauwolfia alkaloids and diuretics in combination,The oral DDDs are based on the average doses needed to reduce the blood pressure to a normal level in patients with mild-moderate hypertension.Parenteral DDDs are based on dosages used for the treatment of hypertensive crises and are based on the content of the active ingredient pr. vial (ampoule). It has been considered most appropriate to assign fixed DDDs based on the average use of the different combinations without considering and comparing the strengths of the various components.  1 tablet is the fixed DDD for products given once daily whereas the fixed DDD for products given twice daily and three times daily is respectively2 tablets and 3 tablets.  The assigned DDDs cannot always be compared with the DDDs assigned for plain preparations.,C02LA71,"reserpine and diuretics, combinations with psycholeptics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
